Date,Futures,Spot,Rate
1995-12-05,0.542,0.5379999999999999,5.93750
1995-12-04,0.54,0.54,5.93750
1995-12-01,0.527,0.527,5.93750
1995-11-30,0.516,0.517,5.97656
1995-11-29,0.522,0.523,5.97266
1995-11-28,0.53,0.53,5.85547
1995-11-27,0.534,0.535,5.84375
1995-11-22,0.525,0.527,5.81250
1995-11-21,0.523,0.522,5.81250
1995-11-20,0.527,0.528,5.81250
1995-11-17,0.53,0.527,5.81250
1995-11-16,0.522,0.518,5.81250
1995-11-15,0.517,0.513,5.81250
1995-11-14,0.516,0.513,5.81250
1995-11-13,0.516,0.512,5.81250
1995-11-10,0.516,0.513,5.81250
1995-11-09,0.516,0.512,5.81250
1995-11-08,0.515,0.51,5.81250
1995-11-07,0.51,0.505,5.81250
1995-11-06,0.512,0.507,5.81250
1995-11-03,0.517,0.513,5.81250
1995-11-02,0.52,0.517,5.81641
1995-11-01,0.51,0.506,5.82813
1995-10-31,0.504,0.502,5.83203
1995-10-30,0.506,0.504,5.83203
1995-10-27,0.503,0.501,5.83984
1995-10-26,0.504,0.502,5.83594
1995-10-25,0.496,0.494,5.87109
1995-10-24,0.494,0.493,5.87500
1995-10-23,0.489,0.48700000000000004,5.87500
1995-10-20,0.486,0.483,5.86719
1995-10-19,0.48200000000000004,0.479,5.87500
1995-10-18,0.484,0.48100000000000004,5.87500
1995-10-17,0.488,0.483,5.87500
1995-10-16,0.489,0.485,5.87500
1995-10-13,0.489,0.485,5.87500
1995-10-12,0.485,0.48100000000000004,5.87500
1995-10-11,0.488,0.484,5.87500
1995-10-10,0.48700000000000004,0.479,5.87500
1995-10-09,0.48700000000000004,0.483,5.87500
1995-10-06,0.48200000000000004,0.47700000000000004,5.87500
1995-10-05,0.48,0.474,5.87500
1995-10-04,0.489,0.483,5.87500
1995-10-03,0.493,0.488,5.87500
1995-10-02,0.493,0.48700000000000004,5.87500
1995-09-29,0.48700000000000004,0.486,5.87500
1995-09-28,0.495,0.491,5.87500
1995-09-27,0.49,0.486,5.87500
1995-09-26,0.48200000000000004,0.484,5.87109
1995-09-25,0.489,0.485,5.86719
1995-09-22,0.48100000000000004,0.47700000000000004,5.83594
1995-09-21,0.48700000000000004,0.483,5.81250
1995-09-20,0.493,0.488,5.81250
1995-09-19,0.514,0.507,5.81250
1995-09-18,0.517,0.511,5.81250
1995-09-15,0.515,0.51,5.81250
1995-09-14,0.518,0.512,5.87500
1995-09-13,0.513,0.506,5.87500
1995-09-12,0.52,0.515,5.87500
1995-09-11,0.517,0.511,5.87500
1995-09-08,0.518,0.514,5.87500
1995-09-07,0.514,0.51,5.87500
